Subject,Description,Service,Impact,Status
Credential stuffing attempt blocked on IP range EXT-7834.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-7834.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-7834. User IP: 186.28.245.175,Security,High,open
DNS resolution failure for internal host EXT-8106,Batch imported ticket for DNS resolution failure for internal host EXT-8106. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-8106. User IP: 38.115.254.231,Network,High,resolved
S3 bucket EXT-8987 access denied for service role,Batch imported ticket for S3 bucket EXT-8987 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-8987. User IP: 170.138.157.164,Storage,Low,open
Connection pool exhaustion on microservice EXT-1981,Batch imported ticket for Connection pool exhaustion on microservice EXT-1981. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-1981. User IP: 138.155.86.61,Database,Critical,open
VPC Peering connection EXT-3276 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-3276 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-3276. User IP: 109.109.246.123,Infrastructure,Critical,open
Connection pool exhaustion on microservice EXT-4322,Batch imported ticket for Connection pool exhaustion on microservice EXT-4322. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-4322. User IP: 105.96.1.145,Database,Medium,resolved
Unusual login activity detected for account EXT-2572,Batch imported ticket for Unusual login activity detected for account EXT-2572. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-2572. User IP: 54.188.185.117,Security,Low,open
Disk space low (95%) on shared drive EXT-8155,Batch imported ticket for Disk space low (95%) on shared drive EXT-8155. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-8155. User IP: 138.30.190.127,Storage,High,open
DNS resolution failure for internal host EXT-1838,Batch imported ticket for DNS resolution failure for internal host EXT-1838. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-1838. User IP: 23.229.134.93,Network,High,in_progress
Unusual login activity detected for account EXT-7474,Batch imported ticket for Unusual login activity detected for account EXT-7474. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-7474. User IP: 18.193.21.207,Security,High,in_progress
S3 bucket EXT-9417 access denied for service role,Batch imported ticket for S3 bucket EXT-9417 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-9417. User IP: 245.190.229.191,Storage,Medium,open
Password reset requested for executive account EXT-2848,Batch imported ticket for Password reset requested for executive account EXT-2848. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-2848. User IP: 224.74.192.131,Access Management,Medium,in_progress
DNS resolution failure for internal host EXT-4516,Batch imported ticket for DNS resolution failure for internal host EXT-4516. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-4516. User IP: 100.15.201.49,Network,Low,open
Unauthorized S3 bucket policy modification on EXT-4815,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-4815. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-4815. User IP: 56.57.3.53,Security,Low,open
VPN tunnel EXT-3354 status changed to Down,Batch imported ticket for VPN tunnel EXT-3354 status changed to Down. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-3354. User IP: 154.220.189.30,Network,Critical,resolved
API Latency increased for /v1/products/list - EXT-5993,Batch imported ticket for API Latency increased for /v1/products/list - EXT-5993. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-5993. User IP: 224.160.195.94,Application,Low,resolved
Disk space low (95%) on shared drive EXT-8821,Batch imported ticket for Disk space low (95%) on shared drive EXT-8821. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-8821. User IP: 169.253.141.246,Storage,Critical,open
Payment gateway 500 status on /checkout/EXT-2622,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-2622. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-2622. User IP: 193.26.212.33,Application,Critical,in_progress
User session timeout issue on mobile app version EXT-4176,Batch imported ticket for User session timeout issue on mobile app version EXT-4176. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-4176. User IP: 58.181.156.153,Application,Low,resolved
S3 bucket EXT-4705 access denied for service role,Batch imported ticket for S3 bucket EXT-4705 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-4705. User IP: 165.47.91.39,Storage,Critical,open
VPN tunnel EXT-1911 status changed to Down,Batch imported ticket for VPN tunnel EXT-1911 status changed to Down. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-1911. User IP: 72.26.209.25,Network,High,resolved
Payment gateway 500 status on /checkout/EXT-6362,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-6362. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-6362. User IP: 41.10.41.194,Application,Medium,in_progress
Password reset requested for executive account EXT-6258,Batch imported ticket for Password reset requested for executive account EXT-6258. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-6258. User IP: 139.251.42.187,Access Management,Low,resolved
VPN tunnel EXT-4205 status changed to Down,Batch imported ticket for VPN tunnel EXT-4205 status changed to Down. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-4205. User IP: 252.202.77.78,Network,Low,in_progress
Unusual login activity detected for account EXT-1457,Batch imported ticket for Unusual login activity detected for account EXT-1457. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-1457. User IP: 147.207.155.14,Security,Low,in_progress
S3 bucket EXT-7000 access denied for service role,Batch imported ticket for S3 bucket EXT-7000 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-7000. User IP: 151.230.191.132,Storage,Critical,in_progress
Postgres slow query optimization needed for EXT-2966,Batch imported ticket for Postgres slow query optimization needed for EXT-2966. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-2966. User IP: 233.160.150.69,Database,Critical,in_progress
Connection pool exhaustion on microservice EXT-1707,Batch imported ticket for Connection pool exhaustion on microservice EXT-1707. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-1707. User IP: 188.164.132.43,Database,High,in_progress
Postgres slow query optimization needed for EXT-2947,Batch imported ticket for Postgres slow query optimization needed for EXT-2947. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-2947. User IP: 252.50.113.181,Database,High,in_progress
User session timeout issue on mobile app version EXT-5830,Batch imported ticket for User session timeout issue on mobile app version EXT-5830. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-5830. User IP: 183.146.205.51,Application,Medium,open
VPC Peering connection EXT-4893 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-4893 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-4893. User IP: 12.84.24.104,Infrastructure,Critical,open
Wireless AP EXT-4497 offline in South Wing,Batch imported ticket for Wireless AP EXT-4497 offline in South Wing. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-4497. User IP: 200.136.33.225,Network,Critical,open
Wireless AP EXT-8060 offline in South Wing,Batch imported ticket for Wireless AP EXT-8060 offline in South Wing. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-8060. User IP: 37.236.142.104,Network,High,resolved
Wireless AP EXT-5005 offline in South Wing,Batch imported ticket for Wireless AP EXT-5005 offline in South Wing. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-5005. User IP: 244.241.76.100,Network,Low,in_progress
Role-based access change request for team EXT-4882,Batch imported ticket for Role-based access change request for team EXT-4882. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-4882. User IP: 51.230.95.104,Access Management,Low,in_progress
Unauthorized S3 bucket policy modification on EXT-5815,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-5815. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-5815. User IP: 158.159.187.131,Security,Low,in_progress
Credential stuffing attempt blocked on IP range EXT-8446.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-8446.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-8446. User IP: 249.64.205.217,Security,Low,open
Server cluster EXT-4785 high CPU usage warning,Batch imported ticket for Server cluster EXT-4785 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-4785. User IP: 11.194.164.181,Infrastructure,Low,open
S3 bucket EXT-9403 access denied for service role,Batch imported ticket for S3 bucket EXT-9403 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-9403. User IP: 46.237.153.196,Storage,Critical,resolved
Role-based access change request for team EXT-1334,Batch imported ticket for Role-based access change request for team EXT-1334. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-1334. User IP: 2.95.215.253,Access Management,High,open
New employee AD account creation for user EXT-7639,Batch imported ticket for New employee AD account creation for user EXT-7639. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-7639. User IP: 165.248.171.36,Access Management,Low,in_progress
Payment gateway 500 status on /checkout/EXT-9073,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-9073. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-9073. User IP: 156.43.131.191,Application,Medium,in_progress
DNS resolution failure for internal host EXT-2253,Batch imported ticket for DNS resolution failure for internal host EXT-2253. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-2253. User IP: 164.151.7.124,Network,Low,in_progress
API Latency increased for /v1/products/list - EXT-6220,Batch imported ticket for API Latency increased for /v1/products/list - EXT-6220. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-6220. User IP: 93.210.157.172,Application,High,in_progress
Unusual login activity detected for account EXT-3286,Batch imported ticket for Unusual login activity detected for account EXT-3286. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-3286. User IP: 194.210.155.206,Security,High,in_progress
DNS resolution failure for internal host EXT-3681,Batch imported ticket for DNS resolution failure for internal host EXT-3681. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-3681. User IP: 100.44.186.91,Network,Low,in_progress
Credential stuffing attempt blocked on IP range EXT-6121.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-6121.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-6121. User IP: 5.13.100.242,Security,Low,in_progress
Database backup failure for instance EXT-9224 on S3,Batch imported ticket for Database backup failure for instance EXT-9224 on S3. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-9224. User IP: 60.43.90.130,Database,Medium,resolved
S3 bucket EXT-9974 access denied for service role,Batch imported ticket for S3 bucket EXT-9974 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-9974. User IP: 70.200.34.216,Storage,Medium,open
Connection pool exhaustion on microservice EXT-9255,Batch imported ticket for Connection pool exhaustion on microservice EXT-9255. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-9255. User IP: 252.73.153.183,Database,Critical,resolved
S3 bucket EXT-6678 access denied for service role,Batch imported ticket for S3 bucket EXT-6678 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-6678. User IP: 4.101.250.139,Storage,Medium,resolved
Postgres slow query optimization needed for EXT-6665,Batch imported ticket for Postgres slow query optimization needed for EXT-6665. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-6665. User IP: 234.35.161.113,Database,Low,open
User session timeout issue on mobile app version EXT-4981,Batch imported ticket for User session timeout issue on mobile app version EXT-4981. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-4981. User IP: 134.163.219.82,Application,Critical,open
VPC Peering connection EXT-2730 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-2730 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-2730. User IP: 161.188.196.93,Infrastructure,Low,resolved
Payment gateway 500 status on /checkout/EXT-1289,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-1289. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-1289. User IP: 91.82.86.114,Application,Low,resolved
Database backup failure for instance EXT-7813 on S3,Batch imported ticket for Database backup failure for instance EXT-7813 on S3. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-7813. User IP: 187.10.136.146,Database,Low,resolved
Server cluster EXT-5527 high CPU usage warning,Batch imported ticket for Server cluster EXT-5527 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-5527. User IP: 91.227.13.118,Infrastructure,Low,resolved
Connection pool exhaustion on microservice EXT-3033,Batch imported ticket for Connection pool exhaustion on microservice EXT-3033. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-3033. User IP: 45.113.129.178,Database,Medium,in_progress
Database backup failure for instance EXT-4526 on S3,Batch imported ticket for Database backup failure for instance EXT-4526 on S3. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-4526. User IP: 81.111.103.107,Database,Critical,open
User session timeout issue on mobile app version EXT-1508,Batch imported ticket for User session timeout issue on mobile app version EXT-1508. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-1508. User IP: 115.5.208.54,Application,Low,in_progress
New employee AD account creation for user EXT-4035,Batch imported ticket for New employee AD account creation for user EXT-4035. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-4035. User IP: 53.40.231.63,Access Management,Low,in_progress
VPC Peering connection EXT-4686 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-4686 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-4686. User IP: 83.181.148.108,Infrastructure,Medium,in_progress
API Latency increased for /v1/products/list - EXT-8587,Batch imported ticket for API Latency increased for /v1/products/list - EXT-8587. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-8587. User IP: 24.29.215.238,Application,Critical,resolved
EFS mount failure on instance EXT-4604,Batch imported ticket for EFS mount failure on instance EXT-4604. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-4604. User IP: 151.146.236.13,Storage,Low,open
New employee AD account creation for user EXT-8253,Batch imported ticket for New employee AD account creation for user EXT-8253. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-8253. User IP: 244.80.204.94,Access Management,Critical,in_progress
S3 bucket EXT-4418 access denied for service role,Batch imported ticket for S3 bucket EXT-4418 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-4418. User IP: 241.126.180.69,Storage,Critical,in_progress
Password reset requested for executive account EXT-8559,Batch imported ticket for Password reset requested for executive account EXT-8559. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-8559. User IP: 114.24.250.226,Access Management,Critical,in_progress
DNS resolution failure for internal host EXT-7788,Batch imported ticket for DNS resolution failure for internal host EXT-7788. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-7788. User IP: 112.60.208.237,Network,Medium,resolved
Credential stuffing attempt blocked on IP range EXT-5379.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-5379.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-5379. User IP: 210.57.104.129,Security,Critical,in_progress
Server cluster EXT-7157 high CPU usage warning,Batch imported ticket for Server cluster EXT-7157 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-7157. User IP: 253.173.12.119,Infrastructure,Medium,in_progress
Load Balancer EXT-3315 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-3315 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-3315. User IP: 107.81.24.250,Infrastructure,High,open
Credential stuffing attempt blocked on IP range EXT-2827.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-2827.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-2827. User IP: 253.106.131.118,Security,Medium,resolved
DNS resolution failure for internal host EXT-4004,Batch imported ticket for DNS resolution failure for internal host EXT-4004. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-4004. User IP: 97.172.107.202,Network,Low,resolved
Payment gateway 500 status on /checkout/EXT-8871,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-8871. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-8871. User IP: 206.98.65.44,Application,Critical,open
Password reset requested for executive account EXT-9729,Batch imported ticket for Password reset requested for executive account EXT-9729. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-9729. User IP: 111.231.63.250,Access Management,Medium,resolved
DNS resolution failure for internal host EXT-2931,Batch imported ticket for DNS resolution failure for internal host EXT-2931. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-2931. User IP: 21.155.197.175,Network,Medium,open
Role-based access change request for team EXT-7711,Batch imported ticket for Role-based access change request for team EXT-7711. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-7711. User IP: 82.182.121.172,Access Management,Low,resolved
DNS resolution failure for internal host EXT-4268,Batch imported ticket for DNS resolution failure for internal host EXT-4268. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-4268. User IP: 237.107.239.197,Network,High,open
EFS mount failure on instance EXT-1690,Batch imported ticket for EFS mount failure on instance EXT-1690. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-1690. User IP: 208.125.22.186,Storage,High,open
User session timeout issue on mobile app version EXT-5651,Batch imported ticket for User session timeout issue on mobile app version EXT-5651. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-5651. User IP: 39.99.123.210,Application,Medium,open
Credential stuffing attempt blocked on IP range EXT-9388.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-9388.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-9388. User IP: 193.61.183.152,Security,Medium,resolved
Server cluster EXT-3086 high CPU usage warning,Batch imported ticket for Server cluster EXT-3086 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-3086. User IP: 70.64.2.252,Infrastructure,Low,open
Server cluster EXT-4846 high CPU usage warning,Batch imported ticket for Server cluster EXT-4846 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-4846. User IP: 220.49.51.197,Infrastructure,Medium,open
Wireless AP EXT-4004 offline in South Wing,Batch imported ticket for Wireless AP EXT-4004 offline in South Wing. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-4004. User IP: 51.119.28.177,Network,Medium,resolved
Credential stuffing attempt blocked on IP range EXT-8234.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-8234.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-8234. User IP: 232.84.65.181,Security,Critical,resolved
VPC Peering connection EXT-7380 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-7380 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-7380. User IP: 138.109.247.178,Infrastructure,Critical,in_progress
Payment gateway 500 status on /checkout/EXT-4133,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-4133. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-4133. User IP: 224.56.103.142,Application,Low,in_progress
DNS resolution failure for internal host EXT-4854,Batch imported ticket for DNS resolution failure for internal host EXT-4854. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-4854. User IP: 71.227.84.156,Network,Medium,in_progress
Role-based access change request for team EXT-9547,Batch imported ticket for Role-based access change request for team EXT-9547. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-9547. User IP: 245.48.247.59,Access Management,Medium,in_progress
Database backup failure for instance EXT-2466 on S3,Batch imported ticket for Database backup failure for instance EXT-2466 on S3. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-2466. User IP: 240.229.58.101,Database,Medium,open
Connection pool exhaustion on microservice EXT-2197,Batch imported ticket for Connection pool exhaustion on microservice EXT-2197. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-2197. User IP: 2.64.76.71,Database,Critical,resolved
User session timeout issue on mobile app version EXT-2433,Batch imported ticket for User session timeout issue on mobile app version EXT-2433. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-2433. User IP: 84.196.230.62,Application,Low,in_progress
Unusual login activity detected for account EXT-4030,Batch imported ticket for Unusual login activity detected for account EXT-4030. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-4030. User IP: 7.90.103.141,Security,Medium,in_progress
Password reset requested for executive account EXT-1636,Batch imported ticket for Password reset requested for executive account EXT-1636. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-1636. User IP: 24.182.41.178,Access Management,Low,in_progress
Disk space low (95%) on shared drive EXT-6058,Batch imported ticket for Disk space low (95%) on shared drive EXT-6058. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-6058. User IP: 255.75.46.242,Storage,Low,resolved
Load Balancer EXT-4771 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-4771 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-4771. User IP: 97.150.237.193,Infrastructure,Low,resolved
S3 bucket EXT-5141 access denied for service role,Batch imported ticket for S3 bucket EXT-5141 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-5141. User IP: 250.99.166.4,Storage,High,open
Credential stuffing attempt blocked on IP range EXT-4670.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-4670.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-4670. User IP: 136.205.37.255,Security,High,resolved
Role-based access change request for team EXT-9137,Batch imported ticket for Role-based access change request for team EXT-9137. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-9137. User IP: 139.39.251.206,Access Management,Low,open
Role-based access change request for team EXT-2738,Batch imported ticket for Role-based access change request for team EXT-2738. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-2738. User IP: 194.62.34.59,Access Management,Medium,in_progress
API Latency increased for /v1/products/list - EXT-4354,Batch imported ticket for API Latency increased for /v1/products/list - EXT-4354. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-4354. User IP: 68.70.129.56,Application,Medium,in_progress
Password reset requested for executive account EXT-6592,Batch imported ticket for Password reset requested for executive account EXT-6592. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-6592. User IP: 47.18.60.23,Access Management,Low,resolved
Unusual login activity detected for account EXT-1100,Batch imported ticket for Unusual login activity detected for account EXT-1100. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-1100. User IP: 183.5.188.188,Security,Low,in_progress
VPC Peering connection EXT-8098 dropped packets detected,Batch imported ticket for VPC Peering connection EXT-8098 dropped packets detected. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-8098. User IP: 120.222.206.4,Infrastructure,High,in_progress
Load Balancer EXT-3782 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-3782 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-3782. User IP: 112.22.236.99,Infrastructure,Medium,resolved
User session timeout issue on mobile app version EXT-5349,Batch imported ticket for User session timeout issue on mobile app version EXT-5349. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-5349. User IP: 150.58.214.72,Application,Critical,in_progress
Load Balancer EXT-7079 health check failures in Region-B,Batch imported ticket for Load Balancer EXT-7079 health check failures in Region-B. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-7079. User IP: 223.70.201.84,Infrastructure,Medium,resolved
DNS resolution failure for internal host EXT-7458,Batch imported ticket for DNS resolution failure for internal host EXT-7458. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-7458. User IP: 91.139.47.63,Network,Low,open
API Latency increased for /v1/products/list - EXT-3419,Batch imported ticket for API Latency increased for /v1/products/list - EXT-3419. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-3419. User IP: 112.189.230.207,Application,High,resolved
Connection pool exhaustion on microservice EXT-6553,Batch imported ticket for Connection pool exhaustion on microservice EXT-6553. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-6553. User IP: 98.242.61.117,Database,High,resolved
Payment gateway 500 status on /checkout/EXT-3960,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-3960. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-3960. User IP: 188.238.218.217,Application,Low,resolved
S3 bucket EXT-1395 access denied for service role,Batch imported ticket for S3 bucket EXT-1395 access denied for service role. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-1395. User IP: 155.10.15.10,Storage,Critical,open
Unauthorized S3 bucket policy modification on EXT-1564,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-1564. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-1564. User IP: 170.28.229.24,Security,Critical,open
Unusual login activity detected for account EXT-9876,Batch imported ticket for Unusual login activity detected for account EXT-9876. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-9876. User IP: 92.60.77.212,Security,Critical,open
EFS mount failure on instance EXT-1003,Batch imported ticket for EFS mount failure on instance EXT-1003. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-1003. User IP: 222.32.96.177,Storage,Medium,open
Disk space low (95%) on shared drive EXT-1652,Batch imported ticket for Disk space low (95%) on shared drive EXT-1652. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-1652. User IP: 97.6.10.178,Storage,Low,resolved
Payment gateway 500 status on /checkout/EXT-1463,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-1463. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-1463. User IP: 130.221.70.92,Application,Critical,resolved
Role-based access change request for team EXT-8215,Batch imported ticket for Role-based access change request for team EXT-8215. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-8215. User IP: 55.45.189.65,Access Management,Medium,open
Role-based access change request for team EXT-5791,Batch imported ticket for Role-based access change request for team EXT-5791. This issue was detected by external monitoring system. Please investigate the Access Management logs for ID EXT-5791. User IP: 51.168.176.209,Access Management,Medium,open
DNS resolution failure for internal host EXT-6206,Batch imported ticket for DNS resolution failure for internal host EXT-6206. This issue was detected by external monitoring system. Please investigate the Network logs for ID EXT-6206. User IP: 77.251.64.114,Network,Medium,resolved
EFS mount failure on instance EXT-9108,Batch imported ticket for EFS mount failure on instance EXT-9108. This issue was detected by external monitoring system. Please investigate the Storage logs for ID EXT-9108. User IP: 25.242.5.111,Storage,High,in_progress
Server cluster EXT-1654 high CPU usage warning,Batch imported ticket for Server cluster EXT-1654 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-1654. User IP: 249.119.218.222,Infrastructure,Critical,open
Payment gateway 500 status on /checkout/EXT-7035,Batch imported ticket for Payment gateway 500 status on /checkout/EXT-7035. This issue was detected by external monitoring system. Please investigate the Application logs for ID EXT-7035. User IP: 238.90.198.116,Application,Low,resolved
Credential stuffing attempt blocked on IP range EXT-4158.0.0/16,Batch imported ticket for Credential stuffing attempt blocked on IP range EXT-4158.0.0/16. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-4158. User IP: 38.92.170.132,Security,Medium,open
Connection pool exhaustion on microservice EXT-1600,Batch imported ticket for Connection pool exhaustion on microservice EXT-1600. This issue was detected by external monitoring system. Please investigate the Database logs for ID EXT-1600. User IP: 165.31.24.5,Database,Critical,open
Server cluster EXT-8638 high CPU usage warning,Batch imported ticket for Server cluster EXT-8638 high CPU usage warning. This issue was detected by external monitoring system. Please investigate the Infrastructure logs for ID EXT-8638. User IP: 39.68.241.175,Infrastructure,Medium,open
Unauthorized S3 bucket policy modification on EXT-7268,Batch imported ticket for Unauthorized S3 bucket policy modification on EXT-7268. This issue was detected by external monitoring system. Please investigate the Security logs for ID EXT-7268. User IP: 15.28.231.70,Security,Low,in_progress
